@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
7577,'2023/12/04 22:39:04:747',73,0,555,0,0,-1,0.73,0.83
7578,'2023/12/04 22:39:04:765',73,0,765,0,0,-1,0.73,0.83
7579,'2023/12/04 22:39:04:781',73,765,759,0,0,-1,0.73,0.83
7580,'2023/12/04 22:39:04:801',73,765,759,0,0,-1,0.73,0.83
7581,'2023/12/04 22:39:04:813',73,-567,-567,-30,-243,-12434878,0.73,0.83
7582,'2023/12/04 22:39:04:831',73,-765,-765,0,-81,-16777216,0.73,0.83
7583,'2023/12/04 22:39:04:846',73,-753,-753,12,-420,-16514044,0.73,0.83
7584,'2023/12/04 22:39:04:863',73,0,567,0,0,-1,0.73,0.83
7585,'2023/12/04 22:39:04:882',73,765,0,0,0,-1,0.73,0.83
7586,'2023/12/04 22:39:04:899',73,0,0,0,0,-1,0.73,0.83
7587,'2023/12/04 22:39:04:915',73,0,0,0,0,-1,0.73,0.83
7588,'2023/12/04 22:39:04:931',73,0,0,0,0,-1,0.73,0.83
7589,'2023/12/04 22:39:04:947',73,-87,-87,-87,-87,-1907998,0.73,0.83
7590,'2023/12/04 22:39:04:963',73,-765,-765,-168,-348,-16777216,0.73,0.83
7591,'2023/12/04 22:39:04:981',73,-765,-765,-765,-390,-16777216,0.73,0.83
7592,'2023/12/04 22:39:04:996',73,0,0,0,0,-1,0.73,0.83
7593,'2023/12/04 22:39:05:014',73,-153,-153,24,-153,-3355444,0.73,0.83
7594,'2023/12/04 22:39:05:033',73,765,153,0,0,-1,0.73,0.83
7595,'2023/12/04 22:39:05:048',73,765,0,0,0,-1,0.73,0.83
7596,'2023/12/04 22:39:05:062',73,765,0,0,0,-1,0.73,0.83
7597,'2023/12/04 22:39:05:081',73,87,0,0,0,-1,0.73,0.83
7598,'2023/12/04 22:39:05:095',73,-765,-765,-453,-765,-16777216,0.73,0.83
7599,'2023/12/04 22:39:05:115',73,-765,-765,0,-765,-16777216,0.73,0.83
7600,'2023/12/04 22:39:05:131',73,-312,-312,225,-312,-6842473,0.73,0.83
7601,'2023/12/04 22:39:05:149',73,0,39,0,0,-1,0.73,0.83
7602,'2023/12/04 22:39:05:164',73,243,765,0,0,-1,0.73,0.83
7603,'2023/12/04 22:39:05:183',73,765,0,0,0,-1,0.73,0.83
7604,'2023/12/04 22:39:05:200',73,0,0,0,0,-1,0.73,0.83
7605,'2023/12/04 22:39:05:220',73,0,0,0,0,-1,0.73,0.83
7606,'2023/12/04 22:39:05:231',73,0,0,0,0,-1,0.73,0.83
7607,'2023/12/04 22:39:05:251',73,765,0,0,0,-1,0.73,0.83
7608,'2023/12/04 22:39:05:266',73,726,0,0,0,-1,0.73,0.83
7609,'2023/12/04 22:39:05:283',73,726,0,0,0,-1,0.73,0.83
7610,'2023/12/04 22:39:05:301',73,-426,-426,-426,339,-9342607,0.73,0.83
7611,'2023/12/04 22:39:05:316',73,-765,-765,-540,0,-16777216,0.73,0.83
7612,'2023/12/04 22:39:05:335',73,0,0,0,267,-1,0.73,0.83
7613,'2023/12/04 22:39:05:353',73,0,459,0,0,-1,0.73,0.83
7614,'2023/12/04 22:39:05:364',73,765,0,0,0,-1,0.73,0.83
7615,'2023/12/04 22:39:05:385',73,-258,-258,-258,66,-5658199,0.73,0.83
7616,'2023/12/04 22:39:05:398',73,-765,-765,-543,0,-16777216,0.73,0.83
7617,'2023/12/04 22:39:05:417',73,765,0,0,0,-1,0.73,0.83
7618,'2023/12/04 22:39:05:433',73,-489,-594,-594,-12,-13027015,0.73,0.83
7619,'2023/12/04 22:39:05:451',73,-105,489,-105,-105,-2302756,0.73,0.83
7620,'2023/12/04 22:39:05:465',73,627,765,0,0,-1,0.73,0.83
7621,'2023/12/04 22:39:05:481',73,765,765,0,0,-1,0.73,0.83
7622,'2023/12/04 22:39:05:501',73,-765,-765,0,0,-16777216,0.73,0.83
7623,'2023/12/04 22:39:05:515',73,-528,-528,-81,-516,-11579569,0.73,0.83
7624,'2023/12/04 22:39:05:548',73,-528,-528,-81,-516,-11579569,0.73,0.83
7625,'2023/12/04 22:39:05:552',73,-471,-471,51,-459,-10329502,0.73,0.83
7626,'2023/12/04 22:39:05:571',73,0,732,0,0,-1,0.73,0.83
7627,'2023/12/04 22:39:05:589',73,0,732,0,0,-1,0.73,0.83
7628,'2023/12/04 22:39:05:604',73,0,732,0,0,-1,0.73,0.83
7629,'2023/12/04 22:39:05:622',73,0,732,0,0,-1,0.73,0.83
7630,'2023/12/04 22:39:05:639',73,0,732,0,0,-1,0.73,0.83
7631,'2023/12/04 22:39:05:656',73,0,732,0,0,-1,0.73,0.83
7632,'2023/12/04 22:39:05:673',73,-471,-471,51,-459,-10329502,0.73,0.83
7633,'2023/12/04 22:39:05:688',73,471,0,0,0,-1,0.73,0.83
7634,'2023/12/04 22:39:05:706',73,0,765,0,0,-1,0.73,0.83
7635,'2023/12/04 22:39:05:722',73,765,651,0,0,-1,0.73,0.83
7636,'2023/12/04 22:39:05:735',73,-651,-651,-27,114,-14277082,0.73,0.83
7637,'2023/12/04 22:39:05:756',73,-651,-651,-27,114,-14277082,0.73,0.83
7638,'2023/12/04 22:39:05:772',73,-765,-765,0,0,-16777216,0.73,0.83
7639,'2023/12/04 22:39:05:786',73,-765,-765,0,0,-16777216,0.73,0.83
7640,'2023/12/04 22:39:05:806',73,-765,-765,0,0,-16777216,0.73,0.83
7641,'2023/12/04 22:39:05:822',73,-765,-765,-162,0,-16777216,0.73,0.83
7642,'2023/12/04 22:39:05:839',73,-765,-765,-162,0,-16777216,0.73,0.83
7643,'2023/12/04 22:39:05:852',73,-765,-765,-162,0,-16777216,0.73,0.83
7644,'2023/12/04 22:39:05:873',73,-765,-765,-162,0,-16777216,0.73,0.83
7645,'2023/12/04 22:39:05:888',73,-564,-564,-564,-3,-12369085,0.73,0.83
7646,'2023/12/04 22:39:05:906',73,-564,-564,-564,-3,-12369085,0.73,0.83
7647,'2023/12/04 22:39:05:919',73,-732,-732,-732,-732,-16053493,0.73,0.83
7648,'2023/12/04 22:39:05:939',73,-732,-732,-732,-732,-16053493,0.73,0.83
7649,'2023/12/04 22:39:05:955',73,-732,-732,-732,-732,-16053493,0.73,0.83
7650,'2023/12/04 22:39:05:973',73,-732,-732,-732,-732,-16053493,0.73,0.83
7651,'2023/12/04 22:39:05:986',73,-732,-732,-732,-732,-16053493,0.73,0.83
7652,'2023/12/04 22:39:06:008',73,-732,-732,-732,-732,-16053493,0.73,0.83
7653,'2023/12/04 22:39:06:021',73,-732,-732,-732,-732,-16053493,0.73,0.83
7654,'2023/12/04 22:39:06:036',73,-732,-732,-732,-732,-16053493,0.73,0.83
7655,'2023/12/04 22:39:06:056',73,-732,-732,-732,-732,-16053493,0.73,0.83
7656,'2023/12/04 22:39:06:070',73,-732,-732,-732,-732,-16053493,0.73,0.83
7657,'2023/12/04 22:39:06:090',73,-732,-732,-732,-732,-16053493,0.73,0.83
7658,'2023/12/04 22:39:06:105',73,-732,-732,-732,-732,-16053493,0.73,0.83
7659,'2023/12/04 22:39:06:119',73,-732,-732,-732,-732,-16053493,0.73,0.83
7660,'2023/12/04 22:39:06:140',73,-732,-732,-732,-732,-16053493,0.73,0.83
7661,'2023/12/04 22:39:06:156',73,-732,-732,-732,-732,-16053493,0.73,0.83
7662,'2023/12/04 22:39:10:523',74,-468,-468,297,-468,-10263709,0.73,0.26
7663,'2023/12/04 22:39:10:540',74,-468,-468,297,-468,-10263709,0.73,0.26
7664,'2023/12/04 22:39:10:555',74,-468,-468,297,-468,-10263709,0.73,0.26
7665,'2023/12/04 22:39:10:571',74,-468,-468,297,-468,-10263709,0.73,0.26
7666,'2023/12/04 22:39:10:589',74,-468,-468,297,-468,-10263709,0.73,0.26
7667,'2023/12/04 22:39:10:606',74,-468,-468,297,-468,-10263709,0.73,0.26
7668,'2023/12/04 22:39:10:622',74,-468,-468,297,-468,-10263709,0.73,0.26
7669,'2023/12/04 22:39:10:639',74,-468,-468,297,-468,-10263709,0.73,0.26
7670,'2023/12/04 22:39:11:256',75,0,0,0,0,-1,0.73,0.26
7671,'2023/12/04 22:39:11:272',75,0,0,0,0,-1,0.73,0.26
7672,'2023/12/04 22:39:11:290',75,-9,-9,-9,-9,-197380,0.73,0.26
7673,'2023/12/04 22:39:11:306',75,0,0,0,0,-1,0.73,0.26
7674,'2023/12/04 22:39:11:320',75,0,0,0,0,-1,0.73,0.26
7675,'2023/12/04 22:39:11:337',75,-240,-240,-240,-240,-5263441,0.73,0.26
7676,'2023/12/04 22:39:11:355',75,0,0,0,0,-1,0.73,0.26
7677,'2023/12/04 22:39:11:372',75,0,0,0,0,-1,0.73,0.26
7678,'2023/12/04 22:39:11:387',75,0,0,258,0,-1,0.73,0.26
7679,'2023/12/04 22:39:11:407',75,0,0,0,0,-1,0.73,0.26
7680,'2023/12/04 22:39:11:422',75,0,0,0,0,-1,0.73,0.26
7681,'2023/12/04 22:39:11:441',75,0,0,0,0,-1,0.73,0.26
7682,'2023/12/04 22:39:11:456',75,0,0,0,0,-1,0.73,0.26
7683,'2023/12/04 22:39:11:470',75,0,0,0,0,-1,0.73,0.26
7684,'2023/12/04 22:39:11:490',75,0,0,0,0,-1,0.73,0.26
7685,'2023/12/04 22:39:11:505',75,0,0,0,0,-1,0.73,0.26
7686,'2023/12/04 22:39:11:523',75,0,0,0,0,-1,0.73,0.26
7687,'2023/12/04 22:39:11:538',75,0,0,0,0,-1,0.73,0.26
7688,'2023/12/04 22:39:11:558',75,0,0,0,0,-1,0.73,0.26
7689,'2023/12/04 22:39:11:570',75,0,0,0,0,-1,0.73,0.26
7690,'2023/12/04 22:39:11:588',75,0,0,0,0,-1,0.73,0.26
7691,'2023/12/04 22:39:11:606',75,0,0,0,0,-1,0.73,0.26
7692,'2023/12/04 22:39:11:622',75,0,0,0,0,-1,0.73,0.26
7693,'2023/12/04 22:39:11:639',75,0,0,0,0,-1,0.73,0.26
7694,'2023/12/04 22:39:11:655',75,0,0,0,0,-1,0.73,0.26
7695,'2023/12/04 22:39:11:672',75,0,0,0,0,-1,0.73,0.26
7696,'2023/12/04 22:39:11:689',75,0,0,0,0,-1,0.73,0.26
7697,'2023/12/04 22:39:11:705',75,0,0,0,0,-1,0.73,0.26
7698,'2023/12/04 22:39:11:722',75,0,0,0,0,-1,0.73,0.26
7699,'2023/12/04 22:39:11:737',75,0,0,0,0,-1,0.73,0.26
7700,'2023/12/04 22:39:11:756',75,0,0,0,0,-1,0.73,0.26
7701,'2023/12/04 22:39:11:770',75,0,0,0,0,-1,0.73,0.26
7702,'2023/12/04 22:39:11:790',75,0,0,0,0,-1,0.73,0.26
7703,'2023/12/04 22:39:11:805',75,0,0,0,0,-1,0.73,0.26
7704,'2023/12/04 22:39:11:823',75,0,0,0,0,-1,0.73,0.26
7705,'2023/12/04 22:39:11:837',75,0,0,0,0,-1,0.73,0.26
7706,'2023/12/04 22:39:11:856',75,0,0,0,0,-1,0.73,0.26
7707,'2023/12/04 22:39:11:871',75,0,0,0,0,-1,0.73,0.26
7708,'2023/12/04 22:39:11:889',75,0,0,0,0,-1,0.73,0.26
7709,'2023/12/04 22:39:11:905',75,0,0,0,0,-1,0.73,0.26
7710,'2023/12/04 22:39:11:922',75,0,0,0,0,-1,0.73,0.26
7711,'2023/12/04 22:39:11:941',75,0,0,0,0,-1,0.73,0.26
7712,'2023/12/04 22:39:11:956',75,0,0,0,0,-1,0.73,0.26
7713,'2023/12/04 22:39:11:970',75,0,0,0,0,-1,0.73,0.26
7714,'2023/12/04 22:39:11:989',75,0,0,0,0,-1,0.73,0.26
7715,'2023/12/04 22:39:12:005',75,0,0,0,0,-1,0.73,0.26
7716,'2023/12/04 22:39:12:022',75,0,0,0,0,-1,0.73,0.26
7717,'2023/12/04 22:39:12:037',75,0,120,0,0,-1,0.73,0.26
7718,'2023/12/04 22:39:12:057',75,0,0,0,0,-1,0.73,0.26
7719,'2023/12/04 22:39:12:072',75,0,0,0,0,-1,0.73,0.26
7720,'2023/12/04 22:39:12:090',75,0,0,0,0,-1,0.73,0.26
7721,'2023/12/04 22:39:12:105',75,0,0,0,0,-1,0.73,0.26
7722,'2023/12/04 22:39:12:123',75,0,0,0,0,-1,0.73,0.26
7723,'2023/12/04 22:39:12:136',75,0,0,0,0,-1,0.73,0.26
7724,'2023/12/04 22:39:12:156',75,0,0,0,0,-1,0.73,0.26
7725,'2023/12/04 22:39:12:172',75,0,0,0,0,-1,0.73,0.26
7726,'2023/12/04 22:39:12:188',75,-255,-255,-255,180,-5592406,0.73,0.26
7727,'2023/12/04 22:39:12:206',75,0,0,0,0,-1,0.73,0.26
7728,'2023/12/04 22:39:12:220',75,0,0,0,0,-1,0.73,0.26
7729,'2023/12/04 22:39:12:236',75,0,0,0,0,-1,0.73,0.26
7730,'2023/12/04 22:39:12:255',75,0,0,0,0,-1,0.73,0.26
7731,'2023/12/04 22:39:12:272',75,0,0,0,0,-1,0.73,0.26
7732,'2023/12/04 22:39:12:287',75,0,132,0,0,-1,0.73,0.26
7733,'2023/12/04 22:39:12:305',75,0,0,0,0,-1,0.73,0.26
7734,'2023/12/04 22:39:12:324',75,0,12,0,0,-1,0.73,0.26
7735,'2023/12/04 22:39:12:339',75,0,0,0,0,-1,0.73,0.26
7736,'2023/12/04 22:39:12:355',75,0,0,0,0,-1,0.73,0.26
7737,'2023/12/04 22:39:12:372',75,0,0,0,0,-1,0.73,0.26
7738,'2023/12/04 22:39:12:386',75,0,0,477,738,-1,0.73,0.26
7739,'2023/12/04 22:39:12:406',75,0,0,477,738,-1,0.73,0.26
7740,'2023/12/04 22:39:12:421',75,0,0,339,597,-1,0.73,0.26
7741,'2023/12/04 22:39:12:438',75,0,0,78,597,-1,0.73,0.26
7742,'2023/12/04 22:39:12:455',75,0,0,0,0,-1,0.73,0.26
7743,'2023/12/04 22:39:12:473',75,0,0,0,0,-1,0.73,0.26
7744,'2023/12/04 22:39:12:490',75,0,0,0,0,-1,0.73,0.26
7745,'2023/12/04 22:39:12:505',75,0,0,0,0,-1,0.73,0.26
7746,'2023/12/04 22:39:12:521',75,0,0,0,0,-1,0.73,0.26
7747,'2023/12/04 22:39:12:539',75,0,0,0,0,-1,0.73,0.26
7748,'2023/12/04 22:39:12:556',75,0,0,0,0,-1,0.73,0.26
7749,'2023/12/04 22:39:12:572',75,0,0,0,0,-1,0.73,0.26
7750,'2023/12/04 22:39:12:589',75,0,0,0,0,-1,0.73,0.26
7751,'2023/12/04 22:39:12:606',75,0,0,0,0,-1,0.73,0.26
7752,'2023/12/04 22:39:12:621',75,0,0,0,0,-1,0.73,0.26
7753,'2023/12/04 22:39:12:638',75,0,0,51,0,-1,0.73,0.26
7754,'2023/12/04 22:39:12:656',75,0,0,0,0,-1,0.73,0.26
7755,'2023/12/04 22:39:12:671',75,0,0,0,0,-1,0.73,0.26
7756,'2023/12/04 22:39:12:687',75,0,0,0,0,-1,0.73,0.26
7757,'2023/12/04 22:39:12:705',75,0,0,0,0,-1,0.73,0.26
7758,'2023/12/04 22:39:12:722',75,0,0,0,0,-1,0.73,0.26
7759,'2023/12/04 22:39:12:740',75,0,0,0,0,-1,0.73,0.26
7760,'2023/12/04 22:39:12:755',75,0,0,0,0,-1,0.73,0.26
7761,'2023/12/04 22:39:12:772',75,0,0,0,0,-1,0.73,0.26
7762,'2023/12/04 22:39:12:788',75,0,0,0,0,-1,0.73,0.26
7763,'2023/12/04 22:39:12:805',75,0,0,0,0,-1,0.73,0.26
7764,'2023/12/04 22:39:12:822',75,0,546,0,0,-1,0.73,0.26
7765,'2023/12/04 22:39:12:839',75,0,0,0,234,-1,0.73,0.26
7766,'2023/12/04 22:39:12:858',75,0,0,0,0,-1,0.73,0.26
7767,'2023/12/04 22:39:12:870',75,0,0,0,0,-1,0.73,0.26
7768,'2023/12/04 22:39:12:891',75,0,0,0,0,-1,0.73,0.26
7769,'2023/12/04 22:39:12:906',75,0,0,0,0,-1,0.73,0.26
7770,'2023/12/04 22:39:12:921',75,0,0,0,0,-1,0.73,0.26
7771,'2023/12/04 22:39:12:939',75,0,0,0,0,-1,0.73,0.26
7772,'2023/12/04 22:39:12:955',75,0,0,0,0,-1,0.73,0.26
7773,'2023/12/04 22:39:12:974',75,0,0,0,0,-1,0.73,0.26
7774,'2023/12/04 22:39:12:990',75,0,0,0,0,-1,0.73,0.26
7775,'2023/12/04 22:39:13:008',75,0,0,0,0,-1,0.73,0.26
7776,'2023/12/04 22:39:13:021',75,0,0,0,0,-1,0.73,0.26
7777,'2023/12/04 22:39:13:037',75,0,0,0,0,-1,0.73,0.26
7778,'2023/12/04 22:39:13:057',75,0,0,0,0,-1,0.73,0.26
7779,'2023/12/04 22:39:13:072',75,0,0,0,0,-1,0.73,0.26
7780,'2023/12/04 22:39:13:090',75,0,0,0,0,-1,0.73,0.26
7781,'2023/12/04 22:39:13:105',75,162,0,0,0,-1,0.73,0.26
7782,'2023/12/04 22:39:13:125',75,0,0,0,0,-1,0.73,0.26
7783,'2023/12/04 22:39:13:137',75,-159,-159,-159,-159,-3487030,0.73,0.26
7784,'2023/12/04 22:39:13:156',75,0,0,0,0,-1,0.73,0.26
7785,'2023/12/04 22:39:13:171',75,0,0,0,0,-1,0.73,0.26
7786,'2023/12/04 22:39:13:187',75,0,0,0,0,-1,0.73,0.26
7787,'2023/12/04 22:39:13:206',75,0,0,0,0,-1,0.73,0.26
7788,'2023/12/04 22:39:13:222',75,0,0,0,0,-1,0.73,0.26
7789,'2023/12/04 22:39:13:239',75,0,0,0,0,-1,0.73,0.26
7790,'2023/12/04 22:39:13:256',75,0,0,0,0,-1,0.73,0.26
7791,'2023/12/04 22:39:13:270',75,339,0,0,0,-1,0.73,0.26
7792,'2023/12/04 22:39:13:287',75,339,0,0,0,-1,0.73,0.26
7793,'2023/12/04 22:39:13:305',75,84,0,0,0,-1,0.73,0.26
7794,'2023/12/04 22:39:13:322',75,84,0,0,0,-1,0.73,0.26
7795,'2023/12/04 22:39:13:338',75,0,0,0,0,-1,0.73,0.26
7796,'2023/12/04 22:39:13:357',75,0,0,0,0,-1,0.73,0.26
7797,'2023/12/04 22:39:13:374',75,0,0,0,0,-1,0.73,0.26
7798,'2023/12/04 22:39:13:390',75,-39,-39,-39,-39,-855310,0.73,0.26
7799,'2023/12/04 22:39:13:405',75,0,462,0,0,-1,0.73,0.26
7800,'2023/12/04 22:39:13:420',75,0,0,0,0,-1,0.73,0.26
7801,'2023/12/04 22:39:13:438',75,0,0,60,0,-1,0.73,0.26
7802,'2023/12/04 22:39:13:456',75,0,0,60,0,-1,0.73,0.26
7803,'2023/12/04 22:39:13:472',75,378,0,0,0,-1,0.73,0.26
7804,'2023/12/04 22:39:13:489',75,0,0,0,0,-1,0.73,0.26
7805,'2023/12/04 22:39:13:507',75,0,0,0,0,-1,0.73,0.26
7806,'2023/12/04 22:39:13:522',75,0,0,0,0,-1,0.73,0.26
7807,'2023/12/04 22:39:13:537',75,0,0,0,0,-1,0.73,0.26
7808,'2023/12/04 22:39:13:555',75,0,0,0,0,-1,0.73,0.26
7809,'2023/12/04 22:39:13:570',75,0,0,0,0,-1,0.73,0.26
7810,'2023/12/04 22:39:13:589',75,0,0,0,0,-1,0.73,0.26
7811,'2023/12/04 22:39:13:605',75,0,0,0,0,-1,0.73,0.26
7812,'2023/12/04 22:39:13:623',75,0,0,0,0,-1,0.73,0.26
7813,'2023/12/04 22:39:13:636',75,0,0,0,0,-1,0.73,0.26
7814,'2023/12/04 22:39:13:657',75,0,0,0,0,-1,0.73,0.26
7815,'2023/12/04 22:39:13:670',75,0,0,0,501,-1,0.73,0.26
7816,'2023/12/04 22:39:13:687',75,0,0,0,0,-1,0.73,0.26
7817,'2023/12/04 22:39:13:706',75,744,0,0,0,-1,0.73,0.26
7818,'2023/12/04 22:39:13:721',75,0,0,0,0,-1,0.73,0.26
7819,'2023/12/04 22:39:13:740',75,0,0,0,0,-1,0.73,0.26
7820,'2023/12/04 22:39:13:756',75,0,0,0,0,-1,0.73,0.26
7821,'2023/12/04 22:39:13:770',75,0,0,0,0,-1,0.73,0.26
7822,'2023/12/04 22:39:13:790',75,321,0,0,0,-1,0.73,0.26
7823,'2023/12/04 22:39:13:805',75,0,0,0,0,-1,0.73,0.26
7824,'2023/12/04 22:39:13:822',75,0,0,0,0,-1,0.73,0.26
7825,'2023/12/04 22:39:13:837',75,0,0,0,0,-1,0.73,0.26
7826,'2023/12/04 22:39:13:856',75,-15,-15,186,-15,-328966,0.73,0.26
7827,'2023/12/04 22:39:13:871',75,-15,-15,186,-15,-328966,0.73,0.26
7828,'2023/12/04 22:39:13:891',75,-765,-765,0,-765,-16777216,0.73,0.26
7829,'2023/12/04 22:39:13:905',75,0,15,0,0,-1,0.73,0.26
7830,'2023/12/04 22:39:13:921',75,0,0,0,0,-1,0.73,0.26
7831,'2023/12/04 22:39:13:940',75,0,0,0,0,-1,0.73,0.26
7832,'2023/12/04 22:39:13:955',75,0,0,0,0,-1,0.73,0.26
7833,'2023/12/04 22:39:13:971',75,0,0,0,0,-1,0.73,0.26
7834,'2023/12/04 22:39:13:988',75,0,0,0,0,-1,0.73,0.26
7835,'2023/12/04 22:39:14:006',75,0,0,0,0,-1,0.73,0.26
7836,'2023/12/04 22:39:14:023',75,0,0,0,0,-1,0.73,0.26
7837,'2023/12/04 22:39:14:040',75,0,0,69,0,-1,0.73,0.26
7838,'2023/12/04 22:39:14:055',75,0,0,0,0,-1,0.73,0.26
7839,'2023/12/04 22:39:14:071',75,0,0,0,0,-1,0.73,0.26
7840,'2023/12/04 22:39:14:088',75,0,0,0,0,-1,0.73,0.26
7841,'2023/12/04 22:39:14:107',75,0,0,0,486,-1,0.73,0.26
7842,'2023/12/04 22:39:14:123',75,0,0,0,0,-1,0.73,0.26
7843,'2023/12/04 22:39:14:139',75,0,0,180,717,-1,0.73,0.26
7844,'2023/12/04 22:39:14:156',75,0,0,0,0,-1,0.73,0.26
7845,'2023/12/04 22:39:14:170',75,0,0,0,0,-1,0.73,0.26
7846,'2023/12/04 22:39:14:191',75,0,0,0,0,-1,0.73,0.26
7847,'2023/12/04 22:39:14:205',75,0,0,0,0,-1,0.73,0.26
7848,'2023/12/04 22:39:14:221',75,0,0,0,0,-1,0.73,0.26
7849,'2023/12/04 22:39:14:238',75,-456,-456,-456,-456,-10000537,0.73,0.26
7850,'2023/12/04 22:39:14:255',75,0,0,0,0,-1,0.73,0.26
7851,'2023/12/04 22:39:14:274',75,0,0,0,0,-1,0.73,0.26
7852,'2023/12/04 22:39:14:290',75,0,0,0,0,-1,0.73,0.26
7853,'2023/12/04 22:39:14:305',75,0,0,0,0,-1,0.73,0.26
7854,'2023/12/04 22:39:14:321',75,0,0,0,0,-1,0.73,0.26
7855,'2023/12/04 22:39:14:339',75,0,0,0,0,-1,0.73,0.26
7856,'2023/12/04 22:39:14:355',75,0,0,0,0,-1,0.73,0.26
7857,'2023/12/04 22:39:14:372',75,0,0,0,0,-1,0.73,0.26
7858,'2023/12/04 22:39:14:389',75,0,0,0,81,-1,0.73,0.26
7859,'2023/12/04 22:39:14:406',75,0,0,0,81,-1,0.73,0.26
7860,'2023/12/04 22:39:14:425',75,0,0,0,0,-1,0.73,0.26
7861,'2023/12/04 22:39:14:437',75,0,765,0,0,-1,0.73,0.26
7862,'2023/12/04 22:39:14:455',75,0,0,0,0,-1,0.73,0.26
7863,'2023/12/04 22:39:14:471',75,0,0,0,0,-1,0.73,0.26
7864,'2023/12/04 22:39:14:487',75,0,0,0,0,-1,0.73,0.26
7865,'2023/12/04 22:39:14:506',75,72,0,0,0,-1,0.73,0.26
7866,'2023/12/04 22:39:14:522',75,72,0,0,0,-1,0.73,0.26
7867,'2023/12/04 22:39:14:540',75,72,0,0,0,-1,0.73,0.26
7868,'2023/12/04 22:39:14:557',75,72,0,0,0,-1,0.73,0.26
7869,'2023/12/04 22:39:14:572',75,0,507,0,0,-1,0.73,0.26
7870,'2023/12/04 22:39:14:588',75,0,0,0,0,-1,0.73,0.26
7871,'2023/12/04 22:39:14:605',75,0,0,0,177,-1,0.73,0.26
7872,'2023/12/04 22:39:14:622',75,-765,-765,-618,0,-16777216,0.73,0.26
7873,'2023/12/04 22:39:14:639',75,-765,-765,-273,-120,-16777216,0.73,0.26
7874,'2023/12/04 22:39:14:656',75,-765,-765,-90,-144,-16777216,0.73,0.26
7875,'2023/12/04 22:39:14:673',75,0,0,0,0,-1,0.73,0.26
7876,'2023/12/04 22:39:14:686',75,0,0,0,309,-1,0.73,0.26
7877,'2023/12/04 22:39:14:705',75,0,0,0,0,-1,0.73,0.26
7878,'2023/12/04 22:39:14:720',75,-468,-468,-468,-468,-10263709,0.73,0.26
7879,'2023/12/04 22:39:14:739',75,0,0,0,0,-1,0.73,0.26
7880,'2023/12/04 22:39:14:756',75,0,0,0,0,-1,0.73,0.26
7881,'2023/12/04 22:39:14:772',75,0,0,0,0,-1,0.73,0.26
7882,'2023/12/04 22:39:14:789',75,0,0,0,0,-1,0.73,0.26
7883,'2023/12/04 22:39:14:808',75,0,0,0,0,-1,0.73,0.26
7884,'2023/12/04 22:39:14:820',75,0,0,0,0,-1,0.73,0.26
7885,'2023/12/04 22:39:14:841',75,0,0,0,0,-1,0.73,0.26
7886,'2023/12/04 22:39:14:855',75,-33,-33,732,-33,-723724,0.73,0.26
7887,'2023/12/04 22:39:14:871',75,0,0,0,0,-1,0.73,0.26
7888,'2023/12/04 22:39:14:889',75,0,0,0,0,-1,0.73,0.26
7889,'2023/12/04 22:39:14:905',75,0,0,0,0,-1,0.73,0.26
7890,'2023/12/04 22:39:14:924',75,0,0,0,0,-1,0.73,0.26
7891,'2023/12/04 22:39:14:940',75,0,0,0,0,-1,0.73,0.26
7892,'2023/12/04 22:39:14:955',75,0,0,0,0,-1,0.73,0.26
7893,'2023/12/04 22:39:14:971',75,0,0,0,0,-1,0.73,0.26
7894,'2023/12/04 22:39:14:989',75,0,0,0,0,-1,0.73,0.26
7895,'2023/12/04 22:39:15:005',75,0,0,0,0,-1,0.73,0.26
7896,'2023/12/04 22:39:15:023',75,0,0,0,0,-1,0.73,0.26
7897,'2023/12/04 22:39:15:039',75,0,0,0,0,-1,0.73,0.26
7898,'2023/12/04 22:39:15:056',75,0,0,0,0,-1,0.73,0.26
7899,'2023/12/04 22:39:15:080',75,0,0,0,0,-1,0.73,0.26
7900,'2023/12/04 22:39:15:145',75,0,0,0,0,-1,0.73,0.26
7901,'2023/12/04 22:39:15:162',75,0,0,0,0,-1,0.73,0.26
7902,'2023/12/04 22:39:15:173',75,0,0,0,0,-1,0.73,0.26
7903,'2023/12/04 22:39:15:204',75,0,0,-80,-80,-10281,0.73,0.26
7904,'2023/12/04 22:39:15:210',75,0,0,-80,-80,-10281,0.73,0.26
7905,'2023/12/04 22:39:15:227',75,0,0,-80,-80,-10281,0.73,0.26
7906,'2023/12/04 22:39:15:244',75,0,0,-80,-80,-10281,0.73,0.26
7907,'2023/12/04 22:39:15:260',75,0,0,-80,-80,-10281,0.73,0.26
7908,'2023/12/04 22:39:15:277',75,0,0,-80,-80,-10281,0.73,0.26
7909,'2023/12/04 22:39:15:295',75,0,0,0,0,-1,0.73,0.26
7910,'2023/12/04 22:39:15:307',75,0,0,0,80,-1,0.73,0.26
7911,'2023/12/04 22:39:15:330',75,0,0,0,40,-1,0.73,0.26
7912,'2023/12/04 22:39:15:343',75,-411,-411,-411,-411,-9013642,0.73,0.26
