@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3}

@data
1596,'2023/11/28 01:51:37:524',55,-0.003506,-0.002053,0.011389,?
1597,'2023/11/28 01:51:37:562',55,-0.00068,-0.00146,0.012412,?
1598,'2023/11/28 01:51:37:600',55,0.000007,-0.004732,0.008621,?
1599,'2023/11/28 01:51:38:807',56,0.00121,-0.004495,-0.005114,?
1600,'2023/11/28 01:51:38:826',56,-0.001472,0.003233,-0.001984,?
1601,'2023/11/28 01:51:38:855',56,-0.005102,0.016375,0.005565,?
1602,'2023/11/28 01:51:38:890',56,0.006161,0.009637,0.001048,?
1603,'2023/11/28 01:51:38:922',56,0.002476,0.013854,0.001414,?
1604,'2023/11/28 01:51:38:958',56,-0.006781,0.022878,0.002327,?
1605,'2023/11/28 01:51:38:989',56,-0.003537,0.018341,0.006326,?
1606,'2023/11/28 01:51:39:023',56,-0.002789,0.019951,0.008322,?
1607,'2023/11/28 01:51:39:057',56,0.003183,0.006898,0.009864,?
1608,'2023/11/28 01:51:39:097',56,0.010492,-0.002212,0.004811,?
1609,'2023/11/28 01:51:39:143',56,0.004389,-0.006437,-0.007311,?
1610,'2023/11/28 01:51:39:160',56,-0.003474,-0.001469,-0.014545,?
1611,'2023/11/28 01:51:39:189',56,0.002153,0.004202,-0.007777,?
1612,'2023/11/28 01:51:39:222',56,0.00012,0.004136,-0.012568,?
1613,'2023/11/28 01:51:39:257',56,-0.004808,0.004559,-0.005477,?
1614,'2023/11/28 01:51:39:289',56,-0.001355,0.012735,0.002581,?
1615,'2023/11/28 01:51:39:323',56,-0.003363,0.02035,0.003491,?
1616,'2023/11/28 01:51:39:357',56,0.005634,0.011495,0.001485,?
1617,'2023/11/28 01:51:39:394',56,0.003734,0.009019,0.008704,?
1618,'2023/11/28 01:51:39:424',56,-0.004065,0.015412,0.008238,?
1619,'2023/11/28 01:51:39:531',56,-0.001942,0.007668,0.000568,?
1620,'2023/11/28 01:51:39:565',56,-0.009298,0.004556,-0.003026,?
1621,'2023/11/28 01:51:39:598',56,-0.009909,0.005633,-0.005218,?
1622,'2023/11/28 01:51:39:634',56,-0.001776,0.003665,-0.003711,?
1623,'2023/11/28 01:51:39:666',56,0.001243,0.00044,-0.001965,?
1624,'2023/11/28 01:51:39:711',56,-0.002385,0.007077,-0.001261,?
1625,'2023/11/28 01:51:39:731',56,0.000522,0.008114,0.000199,?
1626,'2023/11/28 01:51:39:771',56,0.007639,0.01477,0.003659,?
1627,'2023/11/28 01:51:39:801',56,0.002793,0.010194,0.002535,?
1628,'2023/11/28 01:51:40:932',57,0.004801,0.02484,-0.002807,?
1629,'2023/11/28 01:51:40:976',57,0.001361,0.004771,0.002028,?
1630,'2023/11/28 01:51:40:997',57,-0.005861,0.006409,0.005792,?
1631,'2023/11/28 01:51:41:031',57,-0.010569,0.007888,0.010238,?
1632,'2023/11/28 01:51:41:067',57,-0.004286,0.01201,0.005933,?
1633,'2023/11/28 01:51:41:097',57,0.003962,0.010706,0.004245,?
1634,'2023/11/28 01:51:41:132',57,0.006971,0.001454,-0.000328,?
1635,'2023/11/28 01:51:41:165',57,0.002765,0.000105,0.002907,?
1636,'2023/11/28 01:51:41:199',57,0.004972,0.000166,-0.000512,?
1637,'2023/11/28 01:51:41:235',57,0.003775,-0.002319,-0.008359,?
1638,'2023/11/28 01:51:41:273',57,-0.002943,-0.006674,0.005825,?
1639,'2023/11/28 01:51:41:298',57,-0.012215,0.023323,0.001254,?
1640,'2023/11/28 01:51:41:331',57,0.008056,-0.000271,0.023146,?
1641,'2023/11/28 01:51:41:364',57,-0.002924,0.021854,-0.004297,?
1642,'2023/11/28 01:51:41:399',57,0.007512,-0.007252,0.006748,?
1643,'2023/11/28 01:51:41:431',57,0.001523,-0.002544,-0.003591,?
1644,'2023/11/28 01:51:41:468',57,-0.000037,0.002098,-0.003475,?
1645,'2023/11/28 01:51:41:500',57,0.001342,-0.00417,-0.004456,?
1646,'2023/11/28 01:51:41:533',57,-0.00081,0.001756,-0.001521,?
1647,'2023/11/28 01:51:41:572',57,-0.004131,0.007028,0.000056,?
1648,'2023/11/28 01:51:41:598',57,0.000984,0.011203,0.001711,?
1649,'2023/11/28 01:51:41:633',57,0.007846,0.00047,0.001295,?
1650,'2023/11/28 01:51:41:671',57,0.003262,0.005488,-0.000414,?
1651,'2023/11/28 01:51:41:697',57,-0.004005,0.007446,0.00432,?
1652,'2023/11/28 01:51:41:731',57,-0.00716,0.00672,0.00875,?
1653,'2023/11/28 01:51:41:766',57,-0.005457,0.014482,0.009469,?
1654,'2023/11/28 01:51:42:536',58,-0.000757,0.014729,0.006302,?
1655,'2023/11/28 01:51:42:568',58,0.000635,0.014148,0.010016,?
1656,'2023/11/28 01:51:42:603',58,-0.00125,0.019483,0.009406,?
1657,'2023/11/28 01:51:42:635',58,0.000897,0.009199,0.001657,?
1658,'2023/11/28 01:51:42:670',58,0.009836,-0.016125,0.010176,?
1659,'2023/11/28 01:51:42:699',58,-0.003284,-0.000316,0.000066,?
1660,'2023/11/28 01:51:42:732',58,0.003557,-0.006723,0.001366,?
1661,'2023/11/28 01:51:42:768',58,-0.001755,0.002733,0.006958,?
1662,'2023/11/28 01:51:42:798',58,-0.00359,-0.004161,0.007608,?
1663,'2023/11/28 01:51:42:834',58,-0.001675,-0.007843,0.006541,?
1664,'2023/11/28 01:51:42:865',58,-0.004079,0.00215,0.014695,?
1665,'2023/11/28 01:51:42:899',58,-0.001813,0.008996,0.015882,?
1666,'2023/11/28 01:51:42:937',58,0.005944,0.002072,0.008285,?
1667,'2023/11/28 01:51:42:978',58,0.001049,0.001758,0.0088,?
1668,'2023/11/28 01:51:42:999',58,0.000821,0.008238,0.006211,?
1669,'2023/11/28 01:51:43:060',58,0.004718,-0.001644,0.005529,?
1670,'2023/11/28 01:51:43:065',58,0.003663,0.004904,0.012102,?
1671,'2023/11/28 01:51:43:098',58,0.006447,0.005577,0.014653,?
1672,'2023/11/28 01:51:43:133',58,0.001229,0.00981,0.003028,?
1673,'2023/11/28 01:51:43:165',58,-0.005823,0.004022,0.003683,?
1674,'2023/11/28 01:51:43:202',58,-0.003673,-0.000793,0.00467,?
1675,'2023/11/28 01:51:43:232',58,-0.001561,-0.00268,0.0013,?
1676,'2023/11/28 01:51:43:267',58,-0.010058,0.001792,0.004271,?
1677,'2023/11/28 01:51:43:303',58,-0.010652,-0.002312,0.005076,?
1678,'2023/11/28 01:51:43:335',58,-0.003794,-0.006984,0.008533,?
1679,'2023/11/28 01:51:43:365',58,0.002244,-0.005973,0.00636,?
1680,'2023/11/28 01:51:43:398',58,0.003817,-0.004784,0.016912,?
1681,'2023/11/28 01:51:43:999',59,0.00334,0.002892,0.003526,?
1682,'2023/11/28 01:51:44:031',59,-0.002991,-0.002461,0.001409,?
1683,'2023/11/28 01:51:44:065',59,-0.006357,0.00175,0.003292,?
1684,'2023/11/28 01:51:44:101',59,0.000482,0.000273,0.00457,?
1685,'2023/11/28 01:51:44:132',59,-0.003665,0.013678,0.012159,?
1686,'2023/11/28 01:51:44:168',59,0.00114,0.005531,0.007978,?
1687,'2023/11/28 01:51:44:198',59,-0.000168,0.001481,0.000592,?
1688,'2023/11/28 01:51:44:230',59,0.001195,-0.006193,0.013946,?
1689,'2023/11/28 01:51:44:264',59,-0.001411,0.002234,0.004075,?
1690,'2023/11/28 01:51:44:298',59,-0.003879,-0.001131,0.010088,?
1691,'2023/11/28 01:51:44:338',59,0.000698,-0.01093,0.009618,?
1692,'2023/11/28 01:51:44:364',59,-0.006837,-0.006193,0.011392,?
1693,'2023/11/28 01:51:44:398',59,0.001932,-0.007666,-0.004419,?
1694,'2023/11/28 01:51:44:432',59,0.004078,-0.013172,-0.008031,?
1695,'2023/11/28 01:51:44:467',59,-0.001357,-0.004936,0.000733,?
1696,'2023/11/28 01:51:44:503',59,-0.002983,-0.008259,0.000604,?
1697,'2023/11/28 01:51:44:531',59,0.000864,-0.001472,0.00044,?
1698,'2023/11/28 01:51:44:565',59,0.005373,0.002172,0.00103,?
1699,'2023/11/28 01:51:44:598',59,0.009026,0.003311,0.001493,?
1700,'2023/11/28 01:51:44:634',59,0.002234,0.014677,0.009406,?
1701,'2023/11/28 01:51:44:665',59,0.002154,0.006728,0.014542,?
1702,'2023/11/28 01:51:44:699',59,0.004213,-0.002412,0.012396,?
1703,'2023/11/28 01:51:44:732',59,-0.000882,-0.00038,0.003987,?
1704,'2023/11/28 01:51:44:767',59,0.000669,-0.002358,0.013905,?
1705,'2023/11/28 01:51:44:797',59,-0.002512,-0.00117,0.007255,?
1706,'2023/11/28 01:51:44:831',59,-0.006277,0.007896,0.020094,?
1707,'2023/11/28 01:51:45:965',60,-0.007005,0.007066,0.010093,?
1708,'2023/11/28 01:51:45:997',60,-0.002334,0.004101,0.012587,?
1709,'2023/11/28 01:51:46:036',60,-0.000136,0.007559,0.010526,?
1710,'2023/11/28 01:51:46:067',60,0.001769,0.004368,0.006952,?
1711,'2023/11/28 01:51:46:098',60,0.006274,0.001615,0.002982,?
1712,'2023/11/28 01:51:46:132',60,0.011029,0.00864,0.007388,?
1713,'2023/11/28 01:51:46:165',60,0.010064,0.006575,0.00561,?
1714,'2023/11/28 01:51:46:204',60,0.002217,0.007744,-0.000882,?
1715,'2023/11/28 01:51:46:232',60,-0.002999,0.001965,0.001138,?
1716,'2023/11/28 01:51:46:276',60,-0.007652,-0.003681,0.003231,?
1717,'2023/11/28 01:51:46:300',60,-0.0112,-0.00355,0.00425,?
1718,'2023/11/28 01:51:46:331',60,-0.013661,0.000214,0.003044,?
1719,'2023/11/28 01:51:46:370',60,-0.010062,-0.001351,0.003353,?
1720,'2023/11/28 01:51:46:398',60,-0.005755,0.002907,0.009037,?
1721,'2023/11/28 01:51:46:432',60,0.013238,0.000164,0.005411,?
1722,'2023/11/28 01:51:46:471',60,0.012055,0.006511,-0.000345,?
1723,'2023/11/28 01:51:46:499',60,0.009758,0.006653,0.013749,?
1724,'2023/11/28 01:51:46:531',60,0.002615,0.008421,0.01097,?
1725,'2023/11/28 01:51:46:564',60,0.003667,0.006871,0.006486,?
1726,'2023/11/28 01:51:46:615',60,0.00116,0.007435,0.006909,?
1727,'2023/11/28 01:51:46:631',60,0.001022,0.009806,0.004591,?
1728,'2023/11/28 01:51:46:665',60,-0.002365,0.012607,0.003888,?
1729,'2023/11/28 01:51:46:699',60,0.001483,0.007339,0.010199,?
1730,'2023/11/28 01:51:46:731',60,0.001193,0.012791,0.007096,?
1731,'2023/11/28 01:51:46:775',60,-0.004318,0.006757,0.007142,?
1732,'2023/11/28 01:51:46:797',60,-0.003654,-0.007321,-0.003575,?
1733,'2023/11/28 01:51:46:831',60,-0.003244,-0.010993,0.004998,?
1734,'2023/11/28 01:51:46:869',60,-0.001849,-0.009322,0.002746,?
1735,'2023/11/28 01:51:46:899',60,-0.000481,-0.008684,0.002593,?
1736,'2023/11/28 01:51:46:930',60,-0.005387,0.007258,-0.007564,?
1737,'2023/11/28 01:51:46:969',60,0.005871,-0.010915,0.012494,?
1738,'2023/11/28 01:51:46:999',60,-0.004009,0.006092,0.000759,?
1739,'2023/11/28 01:51:47:031',60,-0.004408,0.002776,0.017872,?
1740,'2023/11/28 01:51:47:064',60,-0.006274,0.023033,-0.002316,?
1741,'2023/11/28 01:51:47:097',60,0.001994,0.011025,0.011024,?
1742,'2023/11/28 01:51:47:131',60,0.000358,0.019712,0.016643,?
1743,'2023/11/28 01:51:47:165',60,0.000561,0.028435,0.001409,?
1744,'2023/11/28 01:51:47:198',60,0.009225,0.011328,0.022042,?
1745,'2023/11/28 01:51:47:231',60,0.005765,0.009151,0.010119,?
1746,'2023/11/28 01:51:47:264',60,0.006593,0.008155,0.006092,?
1747,'2023/11/28 01:51:47:297',60,0.009885,0.005886,0.003005,?
1748,'2023/11/28 01:51:47:332',60,0.004906,0.003691,0.00121,?
1749,'2023/11/28 01:51:47:373',60,-0.000354,0.00839,-0.005187,?
1750,'2023/11/28 01:51:47:400',60,-0.005658,0.008386,-0.002203,?
1751,'2023/11/28 01:51:47:432',60,-0.010547,0.018765,-0.00474,?
1752,'2023/11/28 01:51:47:465',60,-0.005761,0.010662,0.000595,?
1753,'2023/11/28 01:51:47:498',60,-0.005709,0.0041,-0.001936,?
1754,'2023/11/28 01:51:47:532',60,-0.001699,-0.007835,-0.001336,?
1755,'2023/11/28 01:51:47:564',60,-0.001269,-0.00932,0.002412,?
1756,'2023/11/28 01:51:47:598',60,-0.002807,0.001234,-0.005335,?
1757,'2023/11/28 01:51:47:633',60,0.002614,0.004192,0.003497,?
1758,'2023/11/28 01:51:47:671',60,0.002474,0.006522,0.000298,?
1759,'2023/11/28 01:51:47:698',60,0.010071,0.01553,0.002019,?
1760,'2023/11/28 01:51:47:734',60,0.007947,0.010308,0.001331,?
1761,'2023/11/28 01:51:47:765',60,0.003441,0.001161,0.006508,?
1762,'2023/11/28 01:51:47:798',60,-0.002686,0.007071,0.00515,?
1763,'2023/11/28 01:51:47:832',60,0.011062,-0.022242,0.013502,?
1764,'2023/11/28 01:51:47:864',60,-0.001003,-0.014146,-0.019975,?
1765,'2023/11/28 01:51:47:898',60,-0.002736,-0.020879,0.001023,?
1766,'2023/11/28 01:51:47:934',60,-0.00357,-0.006332,0.015255,?
1767,'2023/11/28 01:51:47:971',60,-0.00373,0.011245,0.006151,?
1768,'2023/11/28 01:51:48:000',60,-0.000597,0.002325,0.016396,?
1769,'2023/11/28 01:51:48:032',60,-0.002188,0.000225,0.015716,?
1770,'2023/11/28 01:51:48:066',60,-0.009369,0.014457,0.013108,?
1771,'2023/11/28 01:51:48:097',60,0.000753,0.009638,0.019011,?
1772,'2023/11/28 01:51:48:135',60,0.000285,0.009068,0.015633,?
1773,'2023/11/28 01:51:48:182',60,0.001673,0.005947,0.014024,?
1774,'2023/11/28 01:51:48:199',60,0.004903,0.010778,0.004736,?
1775,'2023/11/28 01:51:48:231',60,0.015497,0.010669,0.014806,?
1776,'2023/11/28 01:51:48:272',60,0.014162,0.007987,-0.012858,?
1777,'2023/11/28 01:51:48:299',60,0.007787,-0.010794,-0.010471,?
1778,'2023/11/28 01:51:48:331',60,0.007553,-0.013231,-0.002135,?
1779,'2023/11/28 01:51:48:364',60,-0.005103,-0.013394,0.005556,?
1780,'2023/11/28 01:51:48:404',60,-0.015305,-0.015172,0.02686,?
1781,'2023/11/28 01:51:48:432',60,-0.02037,-0.009391,0.02935,?
1782,'2023/11/28 01:51:48:465',60,-0.009118,-0.001842,0.017978,?
1783,'2023/11/28 01:51:48:498',60,0.001031,-0.010551,0.010694,?
1784,'2023/11/28 01:51:48:535',60,-0.003787,-0.000123,-0.000768,?
1785,'2023/11/28 01:51:48:566',60,-0.006581,-0.001607,0.003847,?
1786,'2023/11/28 01:51:48:597',60,-0.007234,0.000828,0.005396,?
1787,'2023/11/28 01:51:48:630',60,-0.005805,0.003615,0.006747,?
1788,'2023/11/28 01:51:48:664',60,-0.004095,0.010539,0.009648,?
1789,'2023/11/28 01:51:48:698',60,-0.003836,0.008862,0.015158,?
1790,'2023/11/28 01:51:48:731',60,-0.002561,0.009033,0.00692,?
1791,'2023/11/28 01:51:48:764',60,0.001825,0.00461,0.007614,?
1792,'2023/11/28 01:51:48:798',60,0.001611,0.00992,0.00844,?
1793,'2023/11/28 01:51:48:832',60,0.005364,0.00364,0.008126,?
1794,'2023/11/28 01:51:48:872',60,0.005013,0.00529,0.002489,?
1795,'2023/11/28 01:51:48:899',60,0.000494,0.004491,-0.009936,?
1796,'2023/11/28 01:51:48:931',60,-0.009696,0.003318,-0.001082,?
1797,'2023/11/28 01:51:48:965',60,-0.009414,0.013153,0.00914,?
1798,'2023/11/28 01:51:48:997',60,-0.00362,0.010095,0.001794,?
1799,'2023/11/28 01:51:49:030',60,-0.002231,0.00286,0.013648,?
1800,'2023/11/28 01:51:49:067',60,-0.002009,0.004043,0.007047,?
1801,'2023/11/28 01:51:49:098',60,-0.009463,0.013189,0.016005,?
1802,'2023/11/28 01:51:49:131',60,-0.000361,0.004605,0.006353,?
1803,'2023/11/28 01:51:49:174',60,0.010717,0.00052,-0.003997,?
1804,'2023/11/28 01:51:49:198',60,0.005477,0.000617,0.002639,?
1805,'2023/11/28 01:51:49:232',60,0.004885,-0.006261,0.018939,?
1806,'2023/11/28 01:51:49:270',60,-0.003432,0.011637,0.00137,?
1807,'2023/11/28 01:51:49:297',60,0.003964,0.002094,0.007059,?
1808,'2023/11/28 01:51:49:337',60,-0.000708,0.001309,0.004875,?
1809,'2023/11/28 01:51:49:364',60,-0.010176,0.007298,-0.003135,?
1810,'2023/11/28 01:51:49:397',60,-0.012224,0.004926,0.009873,?
1811,'2023/11/28 01:51:49:430',60,-0.004351,0.010521,0.013863,?
1812,'2023/11/28 01:51:49:489',60,-0.002177,0.018371,0.00421,?
1813,'2023/11/28 01:51:49:497',60,0.001496,0.009707,0.005783,?
1814,'2023/11/28 01:51:49:530',60,0.005862,0.008413,0.005542,?
1815,'2023/11/28 01:51:49:577',60,0.004731,0.00638,0.000875,?
1816,'2023/11/28 01:51:49:598',60,0.002002,0.013429,0.009057,?
1817,'2023/11/28 01:51:49:633',60,-0.005355,0.01959,0.014606,?
1818,'2023/11/28 01:51:49:663',60,-0.01387,0.026912,0.004133,?
1819,'2023/11/28 01:51:49:705',60,0.002632,-0.004102,0.000856,?
1820,'2023/11/28 01:51:49:732',60,0.013054,0.002468,-0.026664,?
1821,'2023/11/28 01:51:49:774',60,0.017122,0.000213,-0.016649,?
1822,'2023/11/28 01:51:49:797',60,0.007202,0.014306,-0.017222,?
1823,'2023/11/28 01:51:49:838',60,0.00541,0.000083,0.003022,?
1824,'2023/11/28 01:51:49:865',60,0.000403,-0.00124,-0.007395,?
1825,'2023/11/28 01:51:49:897',60,-0.00324,-0.000431,-0.007227,?
1826,'2023/11/28 01:51:49:932',60,0.000161,-0.018728,-0.001499,?
1827,'2023/11/28 01:51:49:965',60,0.002044,-0.019218,0.008571,?
1828,'2023/11/28 01:51:49:997',60,-0.006499,0.003784,0.000913,?
1829,'2023/11/28 01:51:50:033',60,-0.001419,0.009036,0.018394,?
1830,'2023/11/28 01:51:50:079',60,0.000068,0.018297,0.004193,?
1831,'2023/11/28 01:51:50:098',60,0.002874,0.015032,-0.000287,?
1832,'2023/11/28 01:51:50:131',60,0.00723,0.005403,0.011157,?
1833,'2023/11/28 01:51:50:166',60,-0.003004,0.012548,0.002944,?
1834,'2023/11/28 01:51:50:197',60,-0.000805,0.023056,0.003061,?
1835,'2023/11/28 01:51:50:232',60,-0.000044,0.01619,-0.002727,?
1836,'2023/11/28 01:51:50:265',60,0.009369,0.007148,-0.007132,?
1837,'2023/11/28 01:51:50:301',60,0.008225,0.008705,-0.00151,?
1838,'2023/11/28 01:51:50:334',60,0.005755,0.001516,0.00271,?
1839,'2023/11/28 01:51:50:373',60,0.002121,0.016089,0.004004,?
1840,'2023/11/28 01:51:50:398',60,0.008449,0.011688,0.004658,?
1841,'2023/11/28 01:52:08:631',61,-0.003297,-0.002198,-0.001803,?
1842,'2023/11/28 01:52:08:663',61,-0.00871,-0.000221,-0.00262,?
1843,'2023/11/28 01:52:08:697',61,-0.008994,-0.004342,-0.004,?
1844,'2023/11/28 01:52:08:731',61,-0.004937,-0.008244,-0.004722,?
1845,'2023/11/28 01:52:08:764',61,-0.001876,-0.003383,-0.00242,?
1846,'2023/11/28 01:52:08:799',61,0.004756,0.001979,0.004522,?
1847,'2023/11/28 01:52:08:833',61,0.003917,0.007951,0.008784,?
1848,'2023/11/28 01:52:08:873',61,0.00621,0.010078,0.011375,?
1849,'2023/11/28 01:52:08:896',61,0.009152,0.009241,0.017385,?
1850,'2023/11/28 01:52:08:930',61,0.009713,0.008032,0.012453,?
1851,'2023/11/28 01:52:08:966',61,0.003396,0.00663,0.009304,?
1852,'2023/11/28 01:52:09:001',61,-0.003087,-0.001571,0.009094,?
1853,'2023/11/28 01:52:09:034',61,-0.006831,-0.007161,0.006385,?
1854,'2023/11/28 01:52:09:064',61,-0.007273,-0.00315,-0.000722,?
1855,'2023/11/28 01:52:09:097',61,-0.003185,-0.005176,-0.00193,?
1856,'2023/11/28 01:52:09:130',61,0.003559,-0.005265,0.004566,?
1857,'2023/11/28 01:52:09:173',61,-0.000945,0.000488,0.006366,?
1858,'2023/11/28 01:52:09:196',61,-0.001008,-0.00153,0.0092,?
1859,'2023/11/28 01:52:09:239',61,-0.0008,0.001243,0.012321,?
1860,'2023/11/28 01:52:09:263',61,-0.007084,0.003623,0.013572,?
1861,'2023/11/28 01:52:09:298',61,-0.004311,-0.000983,0.0034,?
1862,'2023/11/28 01:52:09:330',61,-0.004114,0.001352,0.004119,?
1863,'2023/11/28 01:52:09:363',61,0.002412,-0.001455,0.002985,?
1864,'2023/11/28 01:52:09:397',61,-0.000073,-0.000622,0.013643,?
1865,'2023/11/28 01:52:09:432',61,-0.000916,-0.003157,0.028391,?
1866,'2023/11/28 01:52:09:470',61,-0.005753,0.001651,0.038519,?
1867,'2023/11/28 01:52:09:498',61,-0.002493,-0.001152,0.040892,?
1868,'2023/11/28 01:52:09:530',61,-0.005413,0.000499,0.051064,?
1869,'2023/11/28 01:52:09:564',61,-0.004439,-0.000365,0.040991,?
1870,'2023/11/28 01:52:09:621',61,-0.00304,-0.013509,0.02644,?
1871,'2023/11/28 01:52:09:630',61,0.011329,-0.029496,-0.024575,?
1872,'2023/11/28 01:52:09:663',61,0.01041,-0.030587,-0.02042,?
1873,'2023/11/28 01:52:09:702',61,-0.008722,-0.019362,0.000692,?
1874,'2023/11/28 01:52:09:731',61,-0.015718,-0.009812,0.011025,?
1875,'2023/11/28 01:52:09:774',61,-0.003702,0.034516,-0.02696,?
1876,'2023/11/28 01:52:09:797',61,0.006087,0.035547,-0.022445,?
1877,'2023/11/28 01:52:09:834',61,-0.007241,0.038419,-0.016661,?
1878,'2023/11/28 01:52:09:863',61,0.002614,0.013087,-0.016923,?
1879,'2023/11/28 01:52:09:897',61,0.015831,0.003794,-0.019206,?
1880,'2023/11/28 01:52:09:937',61,0.002465,0.006016,0.004066,?
1881,'2023/11/28 01:52:09:964',61,-0.000916,0.008178,0.010612,?
1882,'2023/11/28 01:52:09:997',61,0.002267,0.006046,0.027016,?
1883,'2023/11/28 01:52:10:030',61,0.002173,0.002715,0.032009,?
1884,'2023/11/28 01:52:10:073',61,0.031573,-0.084973,0.019894,?
1885,'2023/11/28 01:52:10:097',61,-0.00652,-0.033845,-0.001871,?
1886,'2023/11/28 01:52:10:131',61,-0.00848,0.01941,0.037669,?
1887,'2023/11/28 01:52:10:164',61,-0.015707,0.026482,0.054397,?
1888,'2023/11/28 01:52:10:197',61,-0.017686,0.00822,0.055762,?
1889,'2023/11/28 01:52:10:234',61,0.004834,-0.037017,0.015429,?
1890,'2023/11/28 01:52:10:267',61,-0.002167,-0.013355,-0.007095,?
1891,'2023/11/28 01:52:10:297',61,0.010226,0.028669,0.002831,?
1892,'2023/11/28 01:52:10:331',61,0.004509,0.025569,0.013326,?
1893,'2023/11/28 01:52:10:374',61,-0.005058,0.009771,0.008677,?
1894,'2023/11/28 01:52:10:396',61,-0.002045,-0.003509,0.003651,?
1895,'2023/11/28 01:52:10:433',61,-0.006154,-0.000421,-0.000366,?
1896,'2023/11/28 01:52:10:469',61,-0.007719,0.000632,0.016457,?
1897,'2023/11/28 01:52:10:497',61,-0.000512,-0.004756,-0.012071,?
1898,'2023/11/28 01:52:10:531',61,-0.001496,-0.007496,-0.030075,?
1899,'2023/11/28 01:52:10:563',61,-0.011846,0.013798,-0.014598,?
1900,'2023/11/28 01:52:10:597',61,-0.025091,0.004805,0.000095,?
1901,'2023/11/28 01:52:10:630',61,0.009055,-0.020172,-0.061006,?
1902,'2023/11/28 01:52:10:673',61,0.000346,-0.015773,-0.035632,?
1903,'2023/11/28 01:52:10:695',61,0.001486,0.00631,-0.023907,?
1904,'2023/11/28 01:52:10:730',61,0.006954,0.008342,-0.008557,?
1905,'2023/11/28 01:52:10:763',61,0.008285,0.007397,0.005755,?
1906,'2023/11/28 01:52:10:799',61,0.001859,0.005734,0.017235,?
1907,'2023/11/28 01:52:10:830',61,-0.000055,0.003797,0.010266,?
1908,'2023/11/28 01:52:10:865',61,0.003555,-0.003516,0.00161,?
1909,'2023/11/28 01:52:10:899',61,-0.001381,-0.002849,-0.003092,?
1910,'2023/11/28 01:52:10:932',61,0.007744,-0.007887,-0.012209,?
1911,'2023/11/28 01:52:10:985',61,0.008613,-0.014755,-0.01338,?
1912,'2023/11/28 01:52:10:999',61,-0.005832,-0.014456,0.000151,?
1913,'2023/11/28 01:52:11:030',61,-0.004246,-0.013892,-0.006205,?
1914,'2023/11/28 01:52:11:063',61,-0.013344,-0.010045,0.006649,?
1915,'2023/11/28 01:52:11:096',61,-0.008102,0.000149,0.012173,?
1916,'2023/11/28 01:52:11:132',61,-0.004036,0.01258,0.01848,?
1917,'2023/11/28 01:52:11:166',61,-0.000008,0.019564,0.013914,?
1918,'2023/11/28 01:52:11:217',61,0.004383,0.020293,-0.002133,?
1919,'2023/11/28 01:52:11:729',62,-0.000966,-0.006367,0.017734,?
1920,'2023/11/28 01:52:11:763',62,0.001437,-0.003155,0.019661,?
1921,'2023/11/28 01:52:11:797',62,0.008157,-0.00231,0.019413,?
1922,'2023/11/28 01:52:11:830',62,0.017281,-0.000308,0.011777,?
1923,'2023/11/28 01:52:11:871',62,0.001672,0.014613,0.019429,?
1924,'2023/11/28 01:52:11:900',62,-0.00391,0.014509,0.033434,?
1925,'2023/11/28 01:52:11:930',62,-0.001234,0.015683,0.028612,?
1926,'2023/11/28 01:52:11:973',62,0.001781,0.010632,0.018432,?
1927,'2023/11/28 01:52:11:996',62,0.005085,0.005153,0.01761,?
1928,'2023/11/28 01:52:12:030',62,0.00492,0.005123,0.008458,?
1929,'2023/11/28 01:52:12:063',62,0.005132,-0.000685,0.008673,?
1930,'2023/11/28 01:52:12:096',62,0.003369,0.004678,0.006662,?
1931,'2023/11/28 01:52:12:129',62,0.003519,0.004817,0.000638,?
1932,'2023/11/28 01:52:12:174',62,0.007239,0.001548,0.002581,?
1933,'2023/11/28 01:52:12:206',62,0.00015,0.001501,0.009919,?
1934,'2023/11/28 01:52:12:230',62,-0.001363,-0.002502,0.009645,?
1935,'2023/11/28 01:52:12:263',62,-0.003704,-0.002011,0.004059,?
1936,'2023/11/28 01:52:12:298',62,-0.009418,-0.004947,-0.003372,?
1937,'2023/11/28 01:52:12:332',62,-0.006789,-0.006907,-0.001402,?
1938,'2023/11/28 01:52:12:363',62,-0.00422,-0.00748,-0.011845,?
1939,'2023/11/28 01:52:12:402',62,0.001518,-0.010956,-0.009107,?
1940,'2023/11/28 01:52:12:898',63,0.004525,0.005288,0.016974,?
1941,'2023/11/28 01:52:12:930',63,0.003458,0.002063,0.008639,?
1942,'2023/11/28 01:52:12:963',63,0.001458,0.009769,0.01369,?
1943,'2023/11/28 01:52:12:997',63,0.009933,0.008824,0.023747,?
1944,'2023/11/28 01:52:13:031',63,0.010111,0.021278,0.021034,?
1945,'2023/11/28 01:52:13:069',63,0.012361,0.009802,0.014724,?
1946,'2023/11/28 01:52:13:096',63,0.006812,0.003312,0.019089,?
1947,'2023/11/28 01:52:13:131',63,-0.009624,-0.005717,0.006844,?
1948,'2023/11/28 01:52:13:164',63,-0.020911,-0.004906,-0.005436,?
1949,'2023/11/28 01:52:13:196',63,-0.019266,-0.000587,-0.009107,?
