@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3}

@data
1127,'2023/11/28 01:50:25:760',39,-0.026452,-0.024182,-0.010238,?
1128,'2023/11/28 01:50:25:794',39,-0.019382,-0.023812,-0.01578,?
1129,'2023/11/28 01:50:25:844',39,-0.012511,-0.010311,-0.007686,?
1130,'2023/11/28 01:50:25:859',39,0.006273,-0.008162,-0.005361,?
1131,'2023/11/28 01:50:25:898',39,0.002362,0.006896,-0.004187,?
1132,'2023/11/28 01:50:25:928',39,0.004401,0.00245,0.002159,?
1133,'2023/11/28 01:50:25:959',39,0.006268,-0.000122,0.008714,?
1134,'2023/11/28 01:50:25:992',39,0.00227,-0.001647,0.001791,?
1135,'2023/11/28 01:50:26:026',39,-0.001885,-0.000492,0.000984,?
1136,'2023/11/28 01:50:26:059',39,0.003805,-0.000828,-0.002828,?
1137,'2023/11/28 01:50:26:093',39,0.002224,0.000774,-0.007243,?
1138,'2023/11/28 01:50:26:143',39,-0.000728,-0.000124,-0.005345,?
1139,'2023/11/28 01:50:26:159',39,-0.005194,-0.000398,-0.003177,?
1140,'2023/11/28 01:50:26:194',39,0.001417,0.000388,-0.005058,?
1141,'2023/11/28 01:50:26:225',39,0.004702,-0.008375,0.002779,?
1142,'2023/11/28 01:50:26:259',39,-0.000887,-0.004593,-0.004401,?
1143,'2023/11/28 01:50:26:320',39,-0.001945,-0.006323,-0.004676,?
1144,'2023/11/28 01:50:26:328',39,-0.006029,-0.000175,0.001521,?
1145,'2023/11/28 01:50:26:361',39,-0.00116,-0.005617,-0.003109,?
1146,'2023/11/28 01:50:26:398',39,0.005873,-0.008509,0.004114,?
1147,'2023/11/28 01:50:26:426',39,0.003958,-0.002903,0.004107,?
1148,'2023/11/28 01:50:26:459',39,-0.001981,0.003096,0.008981,?
1149,'2023/11/28 01:50:26:493',39,-0.002601,-0.000247,-0.000101,?
1150,'2023/11/28 01:50:26:525',39,-0.004206,0.006496,-0.00317,?
1151,'2023/11/28 01:50:26:561',39,-0.00321,-0.000867,-0.005275,?
1152,'2023/11/28 01:50:26:593',39,0.001238,-0.004366,-0.015668,?
1153,'2023/11/28 01:50:26:626',39,0.000448,-0.009511,-0.004346,?
1154,'2023/11/28 01:50:26:659',39,0.00068,-0.002281,-0.001863,?
1155,'2023/11/28 01:50:26:695',39,0.004373,-0.01267,0.003171,?
1156,'2023/11/28 01:50:26:729',39,0.000624,-0.003223,0.007853,?
1157,'2023/11/28 01:50:26:771',39,-0.000458,-0.001158,0.004904,?
1158,'2023/11/28 01:50:26:793',39,0.005594,0.002359,-0.003987,?
1159,'2023/11/28 01:50:26:827',39,-0.002334,0.004698,-0.00118,?
1160,'2023/11/28 01:50:29:859',40,-0.000734,0.011745,0.015183,?
1161,'2023/11/28 01:50:29:894',40,0.008528,0.007526,0.012542,?
1162,'2023/11/28 01:50:29:929',40,0.009138,0.010295,0.005342,?
1163,'2023/11/28 01:50:29:962',40,0.005174,0.011769,0.005995,?
1164,'2023/11/28 01:50:29:997',40,0.002927,0.011368,0.000973,?
1165,'2023/11/28 01:50:30:030',40,-0.003064,0.010167,0.000265,?
1166,'2023/11/28 01:50:30:059',40,-0.000016,0.005496,0.006205,?
1167,'2023/11/28 01:50:30:096',40,0.000134,0.002551,0.005036,?
1168,'2023/11/28 01:50:30:128',40,0.000581,0.001238,0.00321,?
1169,'2023/11/28 01:50:30:159',40,-0.001426,0.003521,0.006763,?
1170,'2023/11/28 01:50:30:195',40,-0.001044,0.003636,0.000343,?
1171,'2023/11/28 01:50:30:226',40,0.001871,0.003775,-0.003451,?
1172,'2023/11/28 01:50:30:261',40,0.000089,0.007048,0.004168,?
1173,'2023/11/28 01:50:30:298',40,-0.001705,0.010358,-0.000964,?
1174,'2023/11/28 01:50:30:328',40,0.004183,0.007614,0.003072,?
1175,'2023/11/28 01:50:30:362',40,0.007339,0.010388,0.00495,?
1176,'2023/11/28 01:50:30:393',40,0.005585,0.010463,0.008222,?
1177,'2023/11/28 01:50:30:428',40,-0.000076,0.012288,0.008241,?
1178,'2023/11/28 01:50:30:466',40,-0.000279,0.004512,0.009929,?
1179,'2023/11/28 01:50:30:492',40,-0.002637,0.000472,0.010272,?
1180,'2023/11/28 01:50:30:525',40,-0.004382,0.003766,0.008922,?
1181,'2023/11/28 01:50:30:560',40,-0.002569,0.00019,0.008153,?
1182,'2023/11/28 01:50:30:595',40,-0.002413,0.006082,0.007771,?
1183,'2023/11/28 01:50:30:629',40,0.002251,0.004897,-0.00228,?
1184,'2023/11/28 01:50:30:659',40,0.003595,0.007139,0.00024,?
1185,'2023/11/28 01:50:30:694',40,0.000753,0.006297,0.002633,?
1186,'2023/11/28 01:50:30:726',40,-0.00105,0.00134,0.006773,?
1187,'2023/11/28 01:50:30:759',40,-0.005891,0.006299,0.007722,?
1188,'2023/11/28 01:50:30:793',40,0.001819,0.005625,0.005787,?
1189,'2023/11/28 01:50:30:826',40,0.004791,0.005071,0.008071,?
1190,'2023/11/28 01:50:30:859',40,0.002423,0.007785,0.002648,?
1191,'2023/11/28 01:50:30:899',40,-0.000267,0.004925,0.000135,?
1192,'2023/11/28 01:50:30:925',40,-0.000322,0.001847,-0.001274,?
1193,'2023/11/28 01:50:30:959',40,-0.002999,0.008504,0.001872,?
1194,'2023/11/28 01:50:30:993',40,-0.002179,0.002336,0.00531,?
1195,'2023/11/28 01:50:31:028',40,0.000594,0.004905,0.012798,?
1196,'2023/11/28 01:50:31:061',40,0.000316,0.006344,0.008742,?
1197,'2023/11/28 01:50:31:093',40,0.000511,0.005743,0.009308,?
1198,'2023/11/28 01:50:31:125',40,0.001743,0.004711,0.008193,?
1199,'2023/11/28 01:50:31:159',40,0.001077,0.004329,0.006156,?
1200,'2023/11/28 01:50:31:197',40,0.00047,0.003945,0.003968,?
1201,'2023/11/28 01:50:31:226',40,-0.002621,0.011034,0.003709,?
1202,'2023/11/28 01:50:31:258',40,-0.002678,0.004411,0.009283,?
1203,'2023/11/28 01:50:31:306',40,-0.00131,0.003997,-0.001125,?
1204,'2023/11/28 01:50:34:058',41,-0.003944,0.000873,-0.007002,?
1205,'2023/11/28 01:50:34:093',41,-0.002444,0.001829,-0.007871,?
1206,'2023/11/28 01:50:34:126',41,0.00418,0.002204,-0.00022,?
1207,'2023/11/28 01:50:34:159',41,0.005098,0.011456,-0.008873,?
1208,'2023/11/28 01:50:34:204',41,0.003415,0.01756,-0.005472,?
1209,'2023/11/28 01:50:34:228',41,0.000444,0.021957,-0.006791,?
1210,'2023/11/28 01:50:34:258',41,0.005441,0.010359,-0.014748,?
1211,'2023/11/28 01:50:34:294',41,0.013361,-0.000344,-0.017003,?
1212,'2023/11/28 01:50:34:333',41,0.004767,0.008445,-0.008846,?
1213,'2023/11/28 01:50:34:359',41,-0.003368,0.017651,-0.003303,?
1214,'2023/11/28 01:50:34:400',41,-0.00312,0.012125,0.001962,?
1215,'2023/11/28 01:50:34:426',41,-0.003545,0.016357,0.005615,?
1216,'2023/11/28 01:50:34:459',41,0.000707,0.010272,0.00548,?
1217,'2023/11/28 01:50:34:499',41,0.003203,0.008386,0.001658,?
1218,'2023/11/28 01:50:34:526',41,0.00013,0.007025,0.00198,?
1219,'2023/11/28 01:50:34:558',41,-0.004131,0.014508,-0.003322,?
1220,'2023/11/28 01:50:34:592',41,0.00059,0.005922,-0.00804,?
1221,'2023/11/28 01:50:34:625',41,-0.000236,0.007654,-0.010332,?
1222,'2023/11/28 01:50:34:659',41,-0.00436,-0.002324,-0.011625,?
1223,'2023/11/28 01:50:34:692',41,-0.002123,-0.01089,-0.007212,?
1224,'2023/11/28 01:50:34:727',41,-0.007663,-0.008044,-0.002415,?
1225,'2023/11/28 01:50:34:759',41,0.000176,0.000556,0.009099,?
1226,'2023/11/28 01:50:34:797',41,0.000514,0.015336,0.00926,?
1227,'2023/11/28 01:50:34:826',41,0.000397,0.028441,0.007278,?
1228,'2023/11/28 01:50:34:860',41,0.00418,0.029031,0.002005,?
1229,'2023/11/28 01:50:34:892',41,0.009758,0.012325,-0.004957,?
1230,'2023/11/28 01:50:34:934',41,0.011972,0.011466,-0.002128,?
1231,'2023/11/28 01:50:34:959',41,0.012641,0.003378,0.003951,?
1232,'2023/11/28 01:50:35:003',41,0.006405,0.006507,-0.005769,?
1233,'2023/11/28 01:50:35:026',41,-0.0045,0.011228,0.002731,?
1234,'2023/11/28 01:50:35:062',41,-0.000553,0.001782,0.01137,?
1235,'2023/11/28 01:50:35:094',41,-0.002067,0.001732,0.004795,?
1236,'2023/11/28 01:50:35:133',41,-0.003794,0.003643,-0.000951,?
1237,'2023/11/28 01:50:35:183',41,0.003443,-0.000713,-0.004427,?
1238,'2023/11/28 01:50:35:192',41,0.001243,0.017798,-0.005797,?
1239,'2023/11/28 01:50:35:256',41,0.003648,0.016463,-0.007097,?
1240,'2023/11/28 01:50:35:260',41,0.003421,0.014291,-0.005705,?
1241,'2023/11/28 01:50:35:292',41,-0.000806,0.010519,-0.000291,?
1242,'2023/11/28 01:50:35:327',41,-0.004271,0.009048,-0.004656,?
1243,'2023/11/28 01:50:35:359',41,-0.007342,0.011107,-0.003295,?
1244,'2023/11/28 01:50:35:393',41,0.001359,0.007738,0.003246,?
1245,'2023/11/28 01:50:35:427',41,0.005773,0.00006,0.000874,?
1246,'2023/11/28 01:50:35:459',41,0.003517,0.001122,-0.00327,?
1247,'2023/11/28 01:50:35:496',41,0.000361,0.009051,-0.002548,?
1248,'2023/11/28 01:50:50:858',42,0.00075,-0.01944,-0.000201,?
1249,'2023/11/28 01:50:50:905',42,-0.002703,-0.010178,-0.000348,?
1250,'2023/11/28 01:50:50:930',42,-0.005079,-0.014148,0.002464,?
1251,'2023/11/28 01:50:50:958',42,0.001859,-0.012242,0.004703,?
1252,'2023/11/28 01:50:50:992',42,-0.001159,-0.00354,-0.007842,?
1253,'2023/11/28 01:50:51:025',42,-0.000231,-0.003251,-0.016546,?
1254,'2023/11/28 01:50:51:059',42,-0.002291,-0.008807,-0.01233,?
1255,'2023/11/28 01:50:51:092',42,-0.004421,-0.009071,-0.011781,?
1256,'2023/11/28 01:50:51:125',42,-0.006323,-0.011076,-0.006415,?
1257,'2023/11/28 01:50:51:163',42,-0.008908,-0.003385,-0.012168,?
1258,'2023/11/28 01:50:51:201',42,0.002947,-0.008465,-0.009061,?
1259,'2023/11/28 01:50:51:228',42,0.006243,-0.00986,-0.008345,?
1260,'2023/11/28 01:50:51:260',42,-0.001109,-0.005783,-0.002712,?
1261,'2023/11/28 01:50:51:291',42,-0.001233,-0.0136,-0.003132,?
1262,'2023/11/28 01:50:51:325',42,-0.007404,-0.009446,0.006557,?
1263,'2023/11/28 01:50:51:361',42,0.001936,-0.005738,0.012142,?
1264,'2023/11/28 01:50:51:392',42,-0.004516,0.006698,-0.005914,?
1265,'2023/11/28 01:50:51:426',42,-0.008804,0.028902,0.004772,?
1266,'2023/11/28 01:50:51:458',42,0.011594,0.034998,0.001763,?
1267,'2023/11/28 01:50:51:501',42,0.018171,0.036904,-0.00863,?
1268,'2023/11/28 01:50:51:524',42,0.021858,0.023297,0.018549,?
1269,'2023/11/28 01:50:51:561',42,0.013375,0.017691,-0.008869,?
1270,'2023/11/28 01:50:51:592',42,-0.010465,-0.002567,0.001146,?
1271,'2023/11/28 01:50:51:627',42,-0.011219,-0.017614,0.008671,?
1272,'2023/11/28 01:50:51:659',42,-0.018328,0.000137,0.012861,?
1273,'2023/11/28 01:50:51:692',42,-0.005594,-0.005251,0.005373,?
1274,'2023/11/28 01:50:51:725',42,0.004365,-0.014449,0.024196,?
1275,'2023/11/28 01:50:51:758',42,-0.007824,-0.004068,0.017114,?
1276,'2023/11/28 01:50:51:807',42,-0.001642,-0.020642,0.010864,?
1277,'2023/11/28 01:50:51:825',42,0.003461,-0.03363,0.016947,?
1278,'2023/11/28 01:50:51:859',42,-0.006212,-0.016993,0.009781,?
1279,'2023/11/28 01:50:51:893',42,0.002142,-0.014101,0.011648,?
1280,'2023/11/28 01:50:51:927',42,-0.001334,-0.004564,0.019823,?
1281,'2023/11/28 01:50:51:980',42,0.002061,-0.002569,0.028042,?
1282,'2023/11/28 01:50:51:997',42,0.006481,-0.005657,0.014492,?
1283,'2023/11/28 01:50:52:030',42,-0.006278,-0.014568,0.010823,?
1284,'2023/11/28 01:50:52:058',42,-0.008306,-0.031476,0.008174,?
1285,'2023/11/28 01:50:52:099',42,-0.011997,-0.034636,-0.009066,?
1286,'2023/11/28 01:50:52:124',42,-0.006294,-0.018791,-0.026219,?
1287,'2023/11/28 01:50:52:163',42,-0.00644,-0.024523,-0.020587,?
1288,'2023/11/28 01:50:52:192',42,-0.003466,-0.023824,-0.016155,?
1289,'2023/11/28 01:50:52:225',42,-0.004429,-0.019802,-0.013596,?
1290,'2023/11/28 01:50:53:192',43,-0.014643,-0.016883,-0.006564,?
1291,'2023/11/28 01:50:53:227',43,-0.024115,-0.011663,0.012308,?
1292,'2023/11/28 01:50:53:258',43,-0.014253,0.004201,0.00943,?
1293,'2023/11/28 01:50:53:304',43,0.003539,-0.021833,0.012884,?
1294,'2023/11/28 01:50:53:324',43,-0.006339,0.004324,0.026073,?
1295,'2023/11/28 01:50:53:360',43,0.004926,0.00048,0.0011,?
1296,'2023/11/28 01:50:53:391',43,0.005024,-0.007775,0.000582,?
1297,'2023/11/28 01:50:53:426',43,0.010705,0.007334,-0.011599,?
1298,'2023/11/28 01:50:53:462',43,0.012813,-0.00093,-0.001716,?
1299,'2023/11/28 01:50:53:493',43,0.000221,-0.00151,0.011469,?
1300,'2023/11/28 01:50:53:525',43,0.001103,-0.012835,0.014816,?
1301,'2023/11/28 01:50:53:559',43,-0.011397,-0.008234,0.02932,?
1302,'2023/11/28 01:50:53:601',43,-0.009383,-0.00746,0.017357,?
1303,'2023/11/28 01:50:53:630',43,-0.003676,0.005779,-0.004568,?
1304,'2023/11/28 01:50:53:664',43,0.012872,0.022423,-0.01899,?
1305,'2023/11/28 01:50:53:691',43,0.006279,0.0232,0.017375,?
1306,'2023/11/28 01:50:53:724',43,-0.00164,-0.002823,0.025201,?
1307,'2023/11/28 01:50:53:758',43,-0.015858,-0.009904,0.008182,?
1308,'2023/11/28 01:50:53:794',43,-0.005831,-0.001203,-0.027724,?
1309,'2023/11/28 01:50:53:824',43,0.002907,0.001703,-0.01911,?
1310,'2023/11/28 01:50:53:863',43,0.005004,0.00347,-0.013401,?
1311,'2023/11/28 01:50:53:902',43,0.010457,-0.010867,-0.013807,?
1312,'2023/11/28 01:50:53:924',43,-0.008222,-0.011676,0.000564,?
1313,'2023/11/28 01:50:53:958',43,-0.01203,-0.016489,0.009655,?
1314,'2023/11/28 01:50:53:991',43,-0.00927,-0.01474,0.014044,?
1315,'2023/11/28 01:50:54:024',43,-0.000864,-0.01393,0.004936,?
1316,'2023/11/28 01:50:54:060',43,-0.004386,-0.005384,0.00875,?
1317,'2023/11/28 01:50:54:093',43,0.001769,-0.009648,0.013178,?
1318,'2023/11/28 01:50:54:125',43,-0.002646,-0.003019,0.012062,?
1319,'2023/11/28 01:50:54:163',43,0.002849,-0.005593,0.004674,?
1320,'2023/11/28 01:50:54:201',43,0.003226,-0.004995,0.000779,?
1321,'2023/11/28 01:50:54:225',43,0.002653,0.003488,0.003977,?
1322,'2023/11/28 01:50:54:260',43,0.003972,0.001901,0.002231,?
1323,'2023/11/28 01:50:54:293',43,-0.000791,0.005255,0.001148,?
1324,'2023/11/28 01:50:54:332',43,0.001171,-0.001963,0.000734,?
1325,'2023/11/28 01:50:54:369',43,-0.007583,0.000887,-0.004471,?
1326,'2023/11/28 01:50:54:391',43,-0.001956,-0.000656,-0.005977,?
1327,'2023/11/28 01:50:54:425',43,-0.00523,-0.000116,-0.00563,?
1328,'2023/11/28 01:50:54:504',43,-0.00527,0.001045,-0.004891,?
1329,'2023/11/28 01:50:54:504',43,0.003236,0.002458,-0.012255,?
1330,'2023/11/28 01:50:54:524',43,0.002745,-0.003761,-0.000925,?
1331,'2023/11/28 01:50:54:560',43,-0.001597,-0.015435,0.010722,?
1332,'2023/11/28 01:50:54:591',43,-0.006401,-0.01864,0.014357,?
1333,'2023/11/28 01:50:54:625',43,-0.005832,-0.016842,0.007454,?
1334,'2023/11/28 01:50:55:168',44,-0.004593,-0.005483,-0.005564,?
1335,'2023/11/28 01:50:55:191',44,-0.004095,-0.004881,0.017912,?
1336,'2023/11/28 01:50:55:241',44,-0.005368,-0.007901,0.025368,?
1337,'2023/11/28 01:50:55:258',44,-0.00574,-0.011042,0.014114,?
1338,'2023/11/28 01:50:55:292',44,-0.002336,-0.007268,0.013416,?
1339,'2023/11/28 01:50:55:327',44,0.000414,0.002901,0.014312,?
1340,'2023/11/28 01:50:55:359',44,0.010542,0.002711,0.005571,?
1341,'2023/11/28 01:50:55:392',44,0.007065,0.002813,0.007158,?
1342,'2023/11/28 01:50:55:424',44,0.006113,0.007033,-0.005138,?
1343,'2023/11/28 01:50:55:458',44,0.002602,0.004868,-0.003717,?
1344,'2023/11/28 01:50:55:494',44,-0.000821,0.006028,-0.003192,?
1345,'2023/11/28 01:50:55:545',44,-0.008945,0.001596,0.010655,?
1346,'2023/11/28 01:50:55:558',44,-0.004886,-0.006314,0.008593,?
1347,'2023/11/28 01:50:55:594',44,-0.00807,-0.006349,0.005844,?
1348,'2023/11/28 01:50:55:624',44,-0.004702,-0.010798,0.004565,?
1349,'2023/11/28 01:50:56:425',45,0.002198,-0.007706,0.002391,?
1350,'2023/11/28 01:50:56:460',45,0.011426,-0.012777,-0.008475,?
1351,'2023/11/28 01:50:56:495',45,0.004449,-0.016483,-0.009678,?
1352,'2023/11/28 01:50:56:527',45,0.001259,-0.0153,-0.00174,?
1353,'2023/11/28 01:50:56:558',45,-0.00195,-0.012525,-0.000412,?
1354,'2023/11/28 01:50:56:591',45,-0.006923,0.000032,-0.004905,?
1355,'2023/11/28 01:50:56:624',45,0.006789,-0.010835,-0.014069,?
1356,'2023/11/28 01:50:56:659',45,-0.001488,-0.00354,-0.005016,?
1357,'2023/11/28 01:50:56:699',45,-0.003325,-0.005264,-0.004789,?
1358,'2023/11/28 01:50:56:724',45,-0.003968,0.005012,-0.01209,?
1359,'2023/11/28 01:50:56:758',45,0.004569,-0.000924,-0.01845,?
1360,'2023/11/28 01:50:56:791',45,-0.000879,0.007785,-0.016925,?
1361,'2023/11/28 01:50:56:824',45,-0.005026,0.002702,-0.012429,?
1362,'2023/11/28 01:50:56:858',45,-0.004716,0.00473,-0.014376,?
1363,'2023/11/28 01:50:57:725',46,0.001345,-0.005819,0.013527,?
1364,'2023/11/28 01:50:57:757',46,-0.003122,0.007766,0.012538,?
1365,'2023/11/28 01:50:57:792',46,0.00737,0.00188,0.011119,?
1366,'2023/11/28 01:50:57:827',46,-0.000031,0.002109,0.007712,?
1367,'2023/11/28 01:50:57:858',46,-0.002924,0.004807,-0.004198,?
1368,'2023/11/28 01:50:57:900',46,0.002583,-0.000862,-0.006369,?
1369,'2023/11/28 01:50:57:925',46,-0.003816,0.004668,-0.006878,?
1370,'2023/11/28 01:50:57:959',46,-0.002198,0.004399,-0.007805,?
1371,'2023/11/28 01:50:57:992',46,-0.009705,0.007005,0.001509,?
1372,'2023/11/28 01:50:58:024',46,-0.008037,-0.000828,0.003193,?
1373,'2023/11/28 01:50:58:057',46,0.007567,0.003635,-0.004529,?
1374,'2023/11/28 01:50:58:099',46,-0.001062,0.007065,0.000975,?
1375,'2023/11/28 01:50:58:124',46,0.006749,-0.000038,0.00572,?
1376,'2023/11/28 01:50:58:958',47,-0.008629,0.00762,-0.003194,?
1377,'2023/11/28 01:50:58:991',47,-0.004576,0.005405,-0.000554,?
1378,'2023/11/28 01:50:59:026',47,0.00399,0.002236,0.000904,?
1379,'2023/11/28 01:50:59:058',47,0.001168,0.00537,0.005479,?
1380,'2023/11/28 01:50:59:103',47,-0.001131,0.001516,0.010752,?
1381,'2023/11/28 01:50:59:128',47,0.000659,0.001943,0.012009,?
1382,'2023/11/28 01:50:59:158',47,0.003399,-0.001935,0.010615,?
1383,'2023/11/28 01:50:59:192',47,0.005857,-0.003288,0.00307,?
1384,'2023/11/28 01:50:59:225',47,0.001483,-0.004502,0.002187,?
1385,'2023/11/28 01:50:59:258',47,-0.00359,0.000638,0.004469,?
1386,'2023/11/28 01:50:59:293',47,-0.002627,0.002068,0.000914,?
1387,'2023/11/28 01:51:13:260',48,0.003472,0.004035,0.01018,?
1388,'2023/11/28 01:51:13:300',48,-0.000415,0.004854,0.009818,?
1389,'2023/11/28 01:51:13:326',48,0.000689,0.001049,-0.00321,?
1390,'2023/11/28 01:51:13:357',48,0.001403,0.000699,-0.006696,?
1391,'2023/11/28 01:51:13:390',48,0.00046,0.000628,-0.005064,?
1392,'2023/11/28 01:51:13:430',48,-0.00093,0.001813,0.002498,?
1393,'2023/11/28 01:51:13:464',48,-0.004438,0.00736,0.004487,?
1394,'2023/11/28 01:51:13:491',48,0.006375,0.005526,0.001302,?
1395,'2023/11/28 01:51:13:544',48,0.003128,0.00711,0.012388,?
1396,'2023/11/28 01:51:13:569',48,-0.002472,0.008406,0.019165,?
1397,'2023/11/28 01:51:13:598',48,-0.002369,0.007942,0.010723,?
1398,'2023/11/28 01:51:13:624',48,-0.004702,0.002392,0.008534,?
1399,'2023/11/28 01:51:13:658',48,-0.001986,0.001099,0.009884,?
1400,'2023/11/28 01:51:13:692',48,-0.000562,-0.000402,0.008903,?
1401,'2023/11/28 01:51:13:724',48,-0.000377,-0.000092,0.004117,?
1402,'2023/11/28 01:51:13:758',48,0.000529,0.001302,-0.001664,?
1403,'2023/11/28 01:51:13:791',48,0.003237,-0.005124,-0.000758,?
1404,'2023/11/28 01:51:13:825',48,0.001478,-0.000089,0.003414,?
1405,'2023/11/28 01:51:13:858',48,0.002577,0.004494,-0.000047,?
1406,'2023/11/28 01:51:13:891',48,0.002842,-0.002805,-0.000501,?
1407,'2023/11/28 01:51:13:924',48,-0.003398,0.003633,0.010936,?
1408,'2023/11/28 01:51:13:960',48,0.001543,0.000153,0.0131,?
1409,'2023/11/28 01:51:15:257',49,-0.000878,-0.007735,0.011255,?
1410,'2023/11/28 01:51:15:291',49,-0.003457,0.001366,0.000991,?
1411,'2023/11/28 01:51:15:324',49,0.007853,-0.001259,0.00053,?
1412,'2023/11/28 01:51:15:357',49,0.009514,-0.000798,0.008668,?
1413,'2023/11/28 01:51:15:393',49,-0.000362,0.00625,0.00278,?
1414,'2023/11/28 01:51:15:425',49,-0.006193,-0.001165,0.007728,?
1415,'2023/11/28 01:51:15:457',49,-0.006905,0.002446,0.00764,?
1416,'2023/11/28 01:51:15:490',49,-0.001889,-0.003257,0.010617,?
1417,'2023/11/28 01:51:15:544',49,0.00044,-0.000432,0.01088,?
1418,'2023/11/28 01:51:15:559',49,0.001406,0.00408,0.009582,?
1419,'2023/11/28 01:51:15:591',49,0.001268,-0.00091,0.007002,?
1420,'2023/11/28 01:51:15:623',49,-0.002468,0.00543,0.007185,?
1421,'2023/11/28 01:51:15:667',49,0.007162,0.001624,-0.001431,?
1422,'2023/11/28 01:51:15:690',49,0.002688,-0.000067,-0.00206,?
1423,'2023/11/28 01:51:15:724',49,-0.00187,-0.002555,-0.000295,?
1424,'2023/11/28 01:51:15:763',49,-0.003414,-0.00186,0.000825,?
1425,'2023/11/28 01:51:15:791',49,-0.002183,-0.004686,0.005187,?
1426,'2023/11/28 01:51:15:845',49,-0.005387,0.001004,0.002186,?
1427,'2023/11/28 01:51:15:857',49,-0.002622,0.002034,0.009,?
1428,'2023/11/28 01:51:15:899',49,-0.005583,0.00415,0.009562,?
1429,'2023/11/28 01:51:15:924',49,-0.004882,0.002,0.009213,?
1430,'2023/11/28 01:51:15:957',49,-0.004113,0.000222,0.009305,?
1431,'2023/11/28 01:51:15:990',49,0.001078,0.001385,0.003643,?
1432,'2023/11/28 01:51:16:024',49,0.001069,0.004269,0.003928,?
1433,'2023/11/28 01:51:16:058',49,0.018684,-0.002199,0.018766,?
1434,'2023/11/28 01:51:16:826',50,0.005169,0.00502,0.003356,?
1435,'2023/11/28 01:51:16:857',50,-0.003659,0.009679,0.019891,?
1436,'2023/11/28 01:51:16:891',50,0.000318,0.01205,0.016927,?
1437,'2023/11/28 01:51:16:929',50,-0.00134,0.00678,0.027363,?
1438,'2023/11/28 01:51:16:957',50,0.000628,0.009445,0.019478,?
1439,'2023/11/28 01:51:17:022',50,0.016552,-0.003028,0.004258,?
1440,'2023/11/28 01:51:17:023',50,0.012517,-0.006006,-0.010472,?
1441,'2023/11/28 01:51:17:057',50,0.002155,-0.008197,-0.001055,?
1442,'2023/11/28 01:51:17:097',50,-0.011424,-0.007167,0.008153,?
1443,'2023/11/28 01:51:17:124',50,0.006207,-0.008542,-0.012289,?
1444,'2023/11/28 01:51:17:157',50,0.006513,-0.003357,-0.00798,?
1445,'2023/11/28 01:51:17:193',50,0.004066,-0.002129,0.00274,?
1446,'2023/11/28 01:51:17:225',50,-0.005896,-0.003621,-0.00094,?
1447,'2023/11/28 01:51:17:260',50,-0.008876,0.004635,0.00298,?
1448,'2023/11/28 01:51:17:301',50,0.001922,-0.005551,0.009098,?
1449,'2023/11/28 01:51:17:323',50,0.003894,-0.001003,0.017721,?
1450,'2023/11/28 01:51:17:356',50,0.009208,-0.001407,0.019351,?
1451,'2023/11/28 01:51:17:390',50,0.001172,0.001453,0.015942,?
1452,'2023/11/28 01:51:17:426',50,-0.009743,-0.000975,0.021708,?
1453,'2023/11/28 01:51:17:458',50,-0.007226,-0.007323,0.011208,?
1454,'2023/11/28 01:51:17:489',50,-0.001717,-0.005427,0.001864,?
1455,'2023/11/28 01:51:17:525',50,0.003484,-0.005128,-0.000514,?
1456,'2023/11/28 01:51:17:560',50,0.003184,0.00548,0.005042,?
1457,'2023/11/28 01:51:17:599',50,0.007121,0.007161,0.002186,?
1458,'2023/11/28 01:51:17:628',50,0.009334,0.004171,-0.000116,?
1459,'2023/11/28 01:51:17:658',50,-0.00216,0.005378,0.011126,?
1460,'2023/11/28 01:51:17:690',50,-0.006627,-0.004264,0.018122,?
1461,'2023/11/28 01:51:17:726',50,-0.002864,-0.007106,0.008441,?
1462,'2023/11/28 01:51:17:757',50,0.002052,-0.007886,0.002221,?
1463,'2023/11/28 01:51:17:793',50,0.000074,-0.000048,0.000586,?
1464,'2023/11/28 01:51:17:824',50,-0.002756,0.002273,-0.003785,?
1465,'2023/11/28 01:51:18:800',51,-0.002152,-0.002316,0.00491,?
1466,'2023/11/28 01:51:18:823',51,-0.001322,0.0028,-0.004185,?
1467,'2023/11/28 01:51:18:857',51,0.007141,0.003074,-0.007085,?
1468,'2023/11/28 01:51:18:891',51,0.004508,0.004722,-0.000496,?
1469,'2023/11/28 01:51:18:926',51,0.001384,0.013366,0.011017,?
1470,'2023/11/28 01:51:18:959',51,-0.001318,0.0036,0.012122,?
1471,'2023/11/28 01:51:18:994',51,-0.006906,0.003206,0.009463,?
1472,'2023/11/28 01:51:19:023',51,-0.00476,0.001257,0.007263,?
1473,'2023/11/28 01:51:19:057',51,-0.010912,0.005007,0.005583,?
1474,'2023/11/28 01:51:19:101',51,-0.008327,0.004564,-0.012093,?
1475,'2023/11/28 01:51:19:127',51,0.002831,0.00742,-0.007604,?
